hospitalId,hospital_name,resourceType,ts,used,on_hand,total_quantity,available,borrow_quantity,urgency_level,transfer_in_qty,transfer_out_qty,hospital_latitude,hospital_longitude,district,state
TN_CMC,Christian Medical College,bed,23-12-2023,391,917,885,526,32,Low,20,11,12.926,79.1356,Vellore,Tamil Nadu
KL_MCH,Med Coll Thiruvananthapuram,ventilator,20-01-2016,45,163,150,118,13,Low,13,10,8.5241,76.9366,Thiruvananthapuram,Kerala
WB_CMCH,Calcutta Medical College,ventilator,14-06-2022,25,320,318,295,17,Low,17,14,22.5726,88.3639,Kolkata,West Bengal
BR_PMCH,PMCH Patna,ambulance,20-07-2015,30,111,122,81,11,Low,11,11,25.61,85.1415,Patna,Bihar
PB_PGI,PGIMER Chandigarh,oxygen,07-09-2023,164,592,533,428,59,Low,14,50,30.75,76.78,Chandigarh,Punjab
TS_Gandhi,Gandhi Hospital Hyderabad,ventilator,11-01-2020,53,224,212,171,17,High,13,15,17.385,78.4867,Hyderabad,Telangana
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,07-06-2020,216,446,421,230,25,High,20,20,17.385,78.4867,Hyderabad,Telangana
GJ_Civil,Civil Hospital Ahmedabad,ventilator,05-05-2022,29,260,253,231,13,Medium,12,11,23.0225,72.5714,Ahmedabad,Gujarat
JH_RIMS,RIMS Ranchi,ventilator,01-09-2022,64,389,375,325,21,Low,20,19,23.3441,85.3096,Ranchi,Jharkhand
MH_KEM,KEM Hospital,bed,15-05-2016,414,614,379,200,35,Medium,35,21,18.9782,72.8168,Mumbai,Maharashtra
UP_SGPGIMS,SGPGIMS Lucknow,bed,08-10-2024,435,1009,960,574,49,Medium,39,24,26.8467,80.9462,Lucknow,Uttar Pradesh
KA_NIMHANS,NIMHANS Bengaluru,oxygen,11-02-2018,202,783,704,581,79,Medium,63,69,12.943,77.5966,Bangalore Urban,Karnataka
GJ_Civil,Civil Hospital Ahmedabad,bed,18-03-2024,408,679,612,271,67,Low,38,28,23.0225,72.5714,Ahmedabad,Gujarat
RJ_SMS,SMS Hospital Jaipur,oxygen,17-01-2020,215,588,539,373,49,High,46,13,26.9124,75.7873,Jaipur,Rajasthan
HP_IGMC,IGMC Shimla,oxygen,24-05-2019,228,638,621,410,17,Low,13,10,31.1048,77.1734,Shimla,Himachal Pradesh
DL_AIIMS,AIIMS Delhi,oxygen,22-03-2024,204,355,329,151,26,High,19,12,28.5672,77.21,New Delhi,Delhi
TN_CMC,Christian Medical College,oxygen,15-04-2019,191,1078,1018,887,60,Medium,44,59,12.926,79.1356,Vellore,Tamil Nadu
BR_PMCH,PMCH Patna,bed,06-11-2017,437,857,787,420,70,High,13,23,25.61,85.1415,Patna,Bihar
BR_PMCH,PMCH Patna,oxygen,02-01-2021,223,984,929,761,55,High,35,44,25.61,85.1415,Patna,Bihar
WB_CMCH,Calcutta Medical College,ambulance,16-08-2016,30,50,47,20,12,High,11,10,22.5726,88.3639,Kolkata,West Bengal
MH_KEM,KEM Hospital,ventilator,28-09-2016,65,198,182,133,26,Low,26,12,18.9782,72.8168,Mumbai,Maharashtra
JH_RIMS,RIMS Ranchi,oxygen,26-03-2024,201,704,677,503,27,Medium,17,14,23.3441,85.3096,Ranchi,Jharkhand
MH_KEM,KEM Hospital,ambulance,14-04-2023,30,174,184,144,14,High,13,13,18.9782,72.8168,Mumbai,Maharashtra
TN_CMC,Christian Medical College,oxygen,16-05-2021,186,724,673,538,51,Low,49,48,12.926,79.1356,Vellore,Tamil Nadu
HP_IGMC,IGMC Shimla,bed,16-08-2017,376,804,769,428,35,High,13,32,31.1048,77.1734,Shimla,Himachal Pradesh
MP_Hamidia,Hamidia Hospital Bhopal,bed,14-11-2023,392,1055,1043,663,12,Low,12,11,23.2599,77.4126,Bhopal,Madhya Pradesh
TN_CMC,Christian Medical College,bed,27-12-2024,384,641,593,257,48,Medium,22,43,12.926,79.1356,Vellore,Tamil Nadu
CH_GMCH,GMCH Chandigarh,bed,20-07-2018,440,1240,1202,800,38,Medium,14,34,30.7333,76.7794,Chandigarh,Chandigarh
MP_Hamidia,Hamidia Hospital Bhopal,ambulance,08-10-2024,20,54,69,34,14,Medium,14,13,23.2599,77.4126,Bhopal,Madhya Pradesh
MH_KEM,KEM Hospital,ambulance,14-01-2022,29,201,211,172,10,Low,10,10,18.9782,72.8168,Mumbai,Maharashtra
DL_AIIMS,AIIMS Delhi,oxygen,06-06-2016,200,329,318,129,11,Medium,11,10,28.5672,77.21,New Delhi,Delhi
CH_GMCH,GMCH Chandigarh,ventilator,22-11-2021,56,160,140,104,20,High,20,14,30.7333,76.7794,Chandigarh,Chandigarh
JH_RIMS,RIMS Ranchi,oxygen,16-09-2022,214,962,951,748,11,Medium,11,10,23.3441,85.3096,Ranchi,Jharkhand
MH_KEM,KEM Hospital,ventilator,22-08-2017,76,297,285,221,12,Medium,10,11,18.9782,72.8168,Mumbai,Maharashtra
CH_GMCH,GMCH Chandigarh,oxygen,05-07-2020,197,522,469,325,53,Medium,50,38,30.7333,76.7794,Chandigarh,Chandigarh
RJ_SMS,SMS Hospital Jaipur,oxygen,13-04-2019,223,843,790,620,53,Low,21,42,26.9124,75.7873,Jaipur,Rajasthan
UK_Haldwani,GMCH Haldwani,ventilator,01-04-2017,61,271,249,210,22,Medium,16,10,29.2183,79.5126,Nainital,Uttarakhand
MP_Hamidia,Hamidia Hospital Bhopal,bed,20-01-2020,415,919,879,504,40,Low,11,10,23.2599,77.4126,Bhopal,Madhya Pradesh
CH_GMCH,GMCH Chandigarh,oxygen,24-08-2023,196,749,738,553,11,Medium,11,11,30.7333,76.7794,Chandigarh,Chandigarh
AS_Gauhati,Gauhati Medical College,bed,10-02-2017,402,1203,1177,801,26,Medium,25,10,26.1445,91.7362,Guwahati,Assam
MP_Hamidia,Hamidia Hospital Bhopal,bed,23-10-2022,393,1155,1108,762,47,Low,10,31,23.2599,77.4126,Bhopal,Madhya Pradesh
CH_GMCH,GMCH Chandigarh,ventilator,06-01-2016,57,119,101,62,18,High,13,10,30.7333,76.7794,Chandigarh,Chandigarh
PB_PGI,PGIMER Chandigarh,ambulance,08-11-2018,24,128,138,104,10,Medium,10,10,30.75,76.78,Chandigarh,Punjab
MH_KEM,KEM Hospital,ventilator,16-08-2015,73,285,260,212,25,Low,20,25,18.9782,72.8168,Mumbai,Maharashtra
BR_PMCH,PMCH Patna,oxygen,13-12-2015,220,1078,999,858,79,Medium,49,45,25.61,85.1415,Patna,Bihar
OR_SCB,SCB Med Coll Cuttack,bed,27-02-2018,391,1244,1210,853,34,Low,23,26,20.4625,85.8828,Cuttack,Odisha
MP_Hamidia,Hamidia Hospital Bhopal,oxygen,17-10-2015,164,479,465,315,14,High,10,11,23.2599,77.4126,Bhopal,Madhya Pradesh
BR_PMCH,PMCH Patna,oxygen,01-08-2019,224,1320,1250,1096,70,Medium,49,30,25.61,85.1415,Patna,Bihar
KA_NIMHANS,NIMHANS Bengaluru,ambulance,06-06-2023,27,142,144,115,10,Low,10,10,12.943,77.5966,Bangalore Urban,Karnataka
WB_CMCH,Calcutta Medical College,bed,09-07-2023,382,1013,953,631,60,Medium,32,24,22.5726,88.3639,Kolkata,West Bengal
BR_PMCH,PMCH Patna,oxygen,23-10-2018,219,1209,1132,990,77,Medium,76,35,25.61,85.1415,Patna,Bihar
MP_Hamidia,Hamidia Hospital Bhopal,bed,14-11-2023,392,1055,1043,663,12,Low,12,11,23.2599,77.4126,Bhopal,Madhya Pradesh
WB_CMCH,Calcutta Medical College,bed,26-07-2015,379,869,804,490,65,Low,23,45,22.5726,88.3639,Kolkata,West Bengal
PB_PGI,PGIMER Chandigarh,oxygen,19-10-2024,179,309,295,130,14,Low,13,12,30.75,76.78,Chandigarh,Punjab
CH_GMCH,GMCH Chandigarh,bed,22-01-2021,418,1081,1025,663,56,Medium,18,51,30.7333,76.7794,Chandigarh,Chandigarh
UP_SGPGIMS,SGPGIMS Lucknow,ambulance,20-02-2018,20,147,173,127,20,Medium,16,16,26.8467,80.9462,Lucknow,Uttar Pradesh
PB_PGI,PGIMER Chandigarh,ambulance,04-03-2019,24,149,147,125,11,Low,10,11,30.75,76.78,Chandigarh,Punjab
CH_GMCH,GMCH Chandigarh,ambulance,07-01-2023,22,143,170,121,15,Low,12,15,30.7333,76.7794,Chandigarh,Chandigarh
KL_MCH,Med Coll Thiruvananthapuram,oxygen,13-02-2021,188,453,431,265,22,Medium,15,18,8.5241,76.9366,Thiruvananthapuram,Kerala
CH_GMCH,GMCH Chandigarh,ambulance,28-08-2021,20,75,89,55,17,Low,14,16,30.7333,76.7794,Chandigarh,Chandigarh
MH_KEM,KEM Hospital,bed,17-06-2018,425,849,820,424,29,Low,18,29,18.9782,72.8168,Mumbai,Maharashtra
UK_Haldwani,GMCH Haldwani,oxygen,28-10-2020,195,719,642,524,77,High,60,50,29.2183,79.5126,Nainital,Uttarakhand
PB_PGI,PGIMER Chandigarh,ventilator,14-11-2017,69,222,198,153,24,Low,22,22,30.75,76.78,Chandigarh,Punjab
MH_KEM,KEM Hospital,oxygen,16-04-2021,200,441,360,241,81,High,40,43,18.9782,72.8168,Mumbai,Maharashtra
AS_Gauhati,Gauhati Medical College,oxygen,24-07-2018,234,970,916,736,54,Medium,16,49,26.1445,91.7362,Guwahati,Assam
CH_GMCH,GMCH Chandigarh,ventilator,22-11-2021,56,160,140,104,20,High,20,14,30.7333,76.7794,Chandigarh,Chandigarh
KL_MCH,Med Coll Thiruvananthapuram,oxygen,12-08-2023,195,761,720,566,41,Low,40,35,8.5241,76.9366,Thiruvananthapuram,Kerala
TS_Gandhi,Gandhi Hospital Hyderabad,ventilator,13-06-2018,58,283,258,225,25,Low,24,17,17.385,78.4867,Hyderabad,Telangana
TN_CMC,Christian Medical College,ambulance,04-12-2016,20,35,53,20,10,High,10,10,12.926,79.1356,Vellore,Tamil Nadu
HR_PGIMS,PGIMS Rohtak,ambulance,27-05-2024,28,79,79,51,17,High,12,17,28.8955,76.6066,Rohtak,Haryana
DL_AIIMS,AIIMS Delhi,oxygen,06-06-2016,200,329,318,129,11,Medium,11,10,28.5672,77.21,New Delhi,Delhi
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,28-07-2018,222,533,518,311,15,High,12,13,17.385,78.4867,Hyderabad,Telangana
MP_Hamidia,Hamidia Hospital Bhopal,bed,14-11-2023,392,1055,1043,663,12,Low,12,11,23.2599,77.4126,Bhopal,Madhya Pradesh
HP_IGMC,IGMC Shimla,oxygen,01-10-2017,231,541,493,310,48,Low,40,19,31.1048,77.1734,Shimla,Himachal Pradesh
WB_CMCH,Calcutta Medical College,bed,13-08-2016,395,697,666,302,31,Low,27,24,22.5726,88.3639,Kolkata,West Bengal
HP_IGMC,IGMC Shimla,bed,16-08-2017,376,804,769,428,35,High,13,32,31.1048,77.1734,Shimla,Himachal Pradesh
CH_GMCH,GMCH Chandigarh,oxygen,05-08-2016,186,370,315,184,55,Low,50,38,30.7333,76.7794,Chandigarh,Chandigarh
GJ_Civil,Civil Hospital Ahmedabad,oxygen,22-11-2018,226,993,983,767,10,Low,10,10,23.0225,72.5714,Ahmedabad,Gujarat
KA_NIMHANS,NIMHANS Bengaluru,ventilator,19-06-2016,53,176,151,123,28,Low,25,17,12.943,77.5966,Bangalore Urban,Karnataka
AS_Gauhati,Gauhati Medical College,bed,01-03-2016,411,1011,983,600,28,Low,28,19,26.1445,91.7362,Guwahati,Assam
KA_NIMHANS,NIMHANS Bengaluru,ventilator,15-10-2020,50,242,219,192,26,High,13,16,12.943,77.5966,Bangalore Urban,Karnataka
GJ_Civil,Civil Hospital Ahmedabad,bed,05-07-2022,435,982,930,547,52,High,22,34,23.0225,72.5714,Ahmedabad,Gujarat
CH_GMCH,GMCH Chandigarh,ambulance,16-09-2015,20,106,112,87,16,Medium,13,11,30.7333,76.7794,Chandigarh,Chandigarh
HR_PGIMS,PGIMS Rohtak,ambulance,04-06-2016,29,62,74,33,17,Low,15,15,28.8955,76.6066,Rohtak,Haryana
JH_RIMS,RIMS Ranchi,bed,20-08-2018,422,763,753,341,10,Low,10,10,23.3441,85.3096,Ranchi,Jharkhand
HP_IGMC,IGMC Shimla,ambulance,26-12-2021,31,78,76,47,17,Medium,15,11,31.1048,77.1734,Shimla,Himachal Pradesh
PB_PGI,PGIMER Chandigarh,ventilator,14-11-2017,69,222,198,153,24,Low,22,22,30.75,76.78,Chandigarh,Punjab
KL_MCH,Med Coll Thiruvananthapuram,ventilator,03-07-2024,48,181,163,133,18,High,11,13,8.5241,76.9366,Thiruvananthapuram,Kerala
JH_RIMS,RIMS Ranchi,bed,05-11-2022,429,941,885,512,56,Low,38,41,23.3441,85.3096,Ranchi,Jharkhand
JH_RIMS,RIMS Ranchi,bed,08-03-2020,409,670,636,261,34,Medium,14,24,23.3441,85.3096,Ranchi,Jharkhand
TN_CMC,Christian Medical College,bed,02-08-2020,387,734,669,347,65,Medium,55,42,12.926,79.1356,Vellore,Tamil Nadu
WB_CMCH,Calcutta Medical College,bed,21-01-2022,377,1106,1076,729,30,Medium,15,24,22.5726,88.3639,Kolkata,West Bengal
OR_SCB,SCB Med Coll Cuttack,bed,03-05-2023,382,1269,1244,887,25,High,20,10,20.4625,85.8828,Cuttack,Odisha
GJ_Civil,Civil Hospital Ahmedabad,bed,05-07-2022,435,982,930,547,52,High,22,34,23.0225,72.5714,Ahmedabad,Gujarat
AS_Gauhati,Gauhati Medical College,bed,04-01-2015,396,1177,1133,781,44,Low,19,16,26.1445,91.7362,Guwahati,Assam
AS_Gauhati,Gauhati Medical College,ambulance,18-01-2018,25,141,155,116,15,Low,15,10,26.1445,91.7362,Guwahati,Assam
PB_PGI,PGIMER Chandigarh,ventilator,07-08-2023,69,275,251,206,24,Medium,17,19,30.75,76.78,Chandigarh,Punjab
UK_Haldwani,GMCH Haldwani,bed,13-02-2016,424,624,423,200,22,Low,20,17,29.2183,79.5126,Nainital,Uttarakhand
RJ_SMS,SMS Hospital Jaipur,ventilator,14-08-2015,45,177,169,132,23,High,23,12,26.9124,75.7873,Jaipur,Rajasthan
KA_NIMHANS,NIMHANS Bengaluru,ambulance,27-12-2020,29,86,84,57,14,Low,13,10,12.943,77.5966,Bangalore Urban,Karnataka
TS_Gandhi,Gandhi Hospital Hyderabad,bed,15-09-2022,401,936,888,535,48,High,20,19,17.385,78.4867,Hyderabad,Telangana
MP_Hamidia,Hamidia Hospital Bhopal,oxygen,10-08-2023,170,569,538,399,31,Low,26,30,23.2599,77.4126,Bhopal,Madhya Pradesh
TN_CMC,Christian Medical College,ventilator,07-12-2018,38,218,215,180,13,Medium,12,10,12.926,79.1356,Vellore,Tamil Nadu
MP_Hamidia,Hamidia Hospital Bhopal,ventilator,12-05-2020,66,205,175,139,30,Low,27,14,23.2599,77.4126,Bhopal,Madhya Pradesh
RJ_SMS,SMS Hospital Jaipur,ambulance,11-08-2022,22,188,196,166,12,Low,12,11,26.9124,75.7873,Jaipur,Rajasthan
HR_PGIMS,PGIMS Rohtak,ventilator,27-04-2020,50,237,223,187,14,Medium,13,10,28.8955,76.6066,Rohtak,Haryana
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,04-10-2024,213,407,334,194,73,Medium,59,69,17.385,78.4867,Hyderabad,Telangana
WB_CMCH,Calcutta Medical College,ambulance,13-11-2022,34,172,165,138,14,Medium,13,14,22.5726,88.3639,Kolkata,West Bengal
TS_Gandhi,Gandhi Hospital Hyderabad,ambulance,06-04-2017,31,141,134,110,17,Low,11,16,17.385,78.4867,Hyderabad,Telangana
KA_NIMHANS,NIMHANS Bengaluru,ventilator,24-08-2018,42,297,299,255,10,Low,10,10,12.943,77.5966,Bangalore Urban,Karnataka
MH_KEM,KEM Hospital,ventilator,16-09-2024,68,225,198,157,27,Low,13,19,18.9782,72.8168,Mumbai,Maharashtra
OR_SCB,SCB Med Coll Cuttack,bed,02-03-2022,379,1400,1341,1021,59,Medium,20,19,20.4625,85.8828,Cuttack,Odisha
GJ_Civil,Civil Hospital Ahmedabad,ambulance,17-07-2019,22,188,191,166,14,Low,12,10,23.0225,72.5714,Ahmedabad,Gujarat
UK_Haldwani,GMCH Haldwani,oxygen,05-10-2019,199,910,882,711,28,High,13,11,29.2183,79.5126,Nainital,Uttarakhand
TS_Gandhi,Gandhi Hospital Hyderabad,ambulance,23-06-2016,29,54,51,25,16,Low,11,13,17.385,78.4867,Hyderabad,Telangana
OR_SCB,SCB Med Coll Cuttack,ventilator,08-10-2022,22,331,330,309,26,Medium,16,19,20.4625,85.8828,Cuttack,Odisha
MP_Hamidia,Hamidia Hospital Bhopal,ambulance,08-10-2024,20,54,69,34,14,Medium,14,13,23.2599,77.4126,Bhopal,Madhya Pradesh
BR_PMCH,PMCH Patna,ambulance,01-06-2019,30,178,192,148,20,High,17,18,25.61,85.1415,Patna,Bihar
CH_GMCH,GMCH Chandigarh,oxygen,05-08-2016,186,370,315,184,55,Low,50,38,30.7333,76.7794,Chandigarh,Chandigarh
WB_CMCH,Calcutta Medical College,ventilator,14-06-2022,25,320,318,295,17,Low,17,14,22.5726,88.3639,Kolkata,West Bengal
TS_Gandhi,Gandhi Hospital Hyderabad,ventilator,10-11-2017,57,258,241,201,18,High,16,10,17.385,78.4867,Hyderabad,Telangana
MH_KEM,KEM Hospital,ambulance,14-01-2022,29,201,211,172,10,Low,10,10,18.9782,72.8168,Mumbai,Maharashtra
CH_GMCH,GMCH Chandigarh,bed,22-01-2021,418,1081,1025,663,56,Medium,18,51,30.7333,76.7794,Chandigarh,Chandigarh
DL_AIIMS,AIIMS Delhi,oxygen,24-02-2017,210,597,540,387,57,Low,24,43,28.5672,77.21,New Delhi,Delhi
AS_Gauhati,Gauhati Medical College,oxygen,14-11-2022,231,1066,1016,835,50,High,38,21,26.1445,91.7362,Guwahati,Assam
PB_PGI,PGIMER Chandigarh,ambulance,09-01-2022,25,163,174,138,14,Low,12,13,30.75,76.78,Chandigarh,Punjab
HP_IGMC,IGMC Shimla,oxygen,05-12-2021,228,418,399,190,19,Low,13,16,31.1048,77.1734,Shimla,Himachal Pradesh
TN_CMC,Christian Medical College,bed,19-04-2018,383,885,854,502,31,Low,30,31,12.926,79.1356,Vellore,Tamil Nadu
MP_Hamidia,Hamidia Hospital Bhopal,oxygen,14-06-2016,174,409,330,235,79,High,61,74,23.2599,77.4126,Bhopal,Madhya Pradesh
TN_CMC,Christian Medical College,bed,25-12-2016,393,593,482,200,16,Low,16,11,12.926,79.1356,Vellore,Tamil Nadu
JH_RIMS,RIMS Ranchi,ventilator,15-09-2018,62,324,305,262,19,Medium,13,10,23.3441,85.3096,Ranchi,Jharkhand
MP_Hamidia,Hamidia Hospital Bhopal,ventilator,05-07-2018,69,276,252,207,28,Low,27,23,23.2599,77.4126,Bhopal,Madhya Pradesh
UK_Haldwani,GMCH Haldwani,oxygen,05-10-2019,199,910,882,711,28,High,13,11,29.2183,79.5126,Nainital,Uttarakhand
PB_PGI,PGIMER Chandigarh,oxygen,20-11-2015,174,436,392,262,44,Low,39,34,30.75,76.78,Chandigarh,Punjab
TN_CMC,Christian Medical College,ambulance,08-03-2020,20,92,118,72,19,High,12,18,12.926,79.1356,Vellore,Tamil Nadu
JH_RIMS,RIMS Ranchi,ventilator,26-01-2021,68,244,220,176,30,Low,12,26,23.3441,85.3096,Ranchi,Jharkhand
MH_KEM,KEM Hospital,bed,15-05-2016,414,614,379,200,35,Medium,35,21,18.9782,72.8168,Mumbai,Maharashtra
HR_PGIMS,PGIMS Rohtak,ambulance,15-10-2021,29,90,110,61,11,Low,11,11,28.8955,76.6066,Rohtak,Haryana
TN_CMC,Christian Medical College,ambulance,21-08-2023,20,152,154,132,14,Medium,14,11,12.926,79.1356,Vellore,Tamil Nadu
TN_CMC,Christian Medical College,oxygen,14-07-2017,187,891,809,704,82,Low,54,26,12.926,79.1356,Vellore,Tamil Nadu
MH_KEM,KEM Hospital,ventilator,16-09-2024,68,225,198,157,27,Low,13,19,18.9782,72.8168,Mumbai,Maharashtra
HR_PGIMS,PGIMS Rohtak,oxygen,24-08-2020,215,734,707,519,27,Low,24,16,28.8955,76.6066,Rohtak,Haryana
MP_Hamidia,Hamidia Hospital Bhopal,oxygen,04-10-2017,169,506,479,337,27,Low,24,12,23.2599,77.4126,Bhopal,Madhya Pradesh
TN_CMC,Christian Medical College,oxygen,13-08-2020,188,795,724,607,71,Low,39,18,12.926,79.1356,Vellore,Tamil Nadu
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,18-02-2015,216,470,446,254,24,High,22,14,17.385,78.4867,Hyderabad,Telangana
HP_IGMC,IGMC Shimla,ventilator,17-01-2023,39,317,302,278,30,Medium,10,28,31.1048,77.1734,Shimla,Himachal Pradesh
HR_PGIMS,PGIMS Rohtak,oxygen,26-04-2022,225,961,950,736,11,Low,11,10,28.8955,76.6066,Rohtak,Haryana
JH_RIMS,RIMS Ranchi,oxygen,26-03-2024,201,704,677,503,27,Medium,17,14,23.3441,85.3096,Ranchi,Jharkhand
OR_SCB,SCB Med Coll Cuttack,ventilator,09-11-2015,24,227,246,203,26,Medium,12,15,20.4625,85.8828,Cuttack,Odisha
TN_CMC,Christian Medical College,bed,02-08-2020,387,734,669,347,65,Medium,55,42,12.926,79.1356,Vellore,Tamil Nadu
MP_Hamidia,Hamidia Hospital Bhopal,ambulance,15-04-2019,20,167,193,148,19,Low,18,16,23.2599,77.4126,Bhopal,Madhya Pradesh
TS_Gandhi,Gandhi Hospital Hyderabad,ventilator,10-11-2017,57,258,241,201,18,High,16,10,17.385,78.4867,Hyderabad,Telangana
JH_RIMS,RIMS Ranchi,oxygen,16-09-2022,214,962,951,748,11,Medium,11,10,23.3441,85.3096,Ranchi,Jharkhand
WB_CMCH,Calcutta Medical College,bed,03-01-2017,384,881,869,497,12,Low,11,10,22.5726,88.3639,Kolkata,West Bengal
KA_NIMHANS,NIMHANS Bengaluru,ambulance,12-04-2022,27,177,200,150,18,Medium,14,10,12.943,77.5966,Bangalore Urban,Karnataka
WB_CMCH,Calcutta Medical College,ambulance,07-07-2019,34,158,171,124,12,Medium,10,12,22.5726,88.3639,Kolkata,West Bengal
TN_CMC,Christian Medical College,oxygen,12-01-2015,189,809,795,620,14,Low,10,10,12.926,79.1356,Vellore,Tamil Nadu
RJ_SMS,SMS Hospital Jaipur,bed,03-12-2017,382,747,735,365,12,Low,11,12,26.9124,75.7873,Jaipur,Rajasthan
RJ_SMS,SMS Hospital Jaipur,ambulance,06-01-2019,23,176,189,153,14,Low,12,14,26.9124,75.7873,Jaipur,Rajasthan
OR_SCB,SCB Med Coll Cuttack,bed,09-12-2020,386,1158,1096,772,62,Low,19,35,20.4625,85.8828,Cuttack,Odisha
PB_PGI,PGIMER Chandigarh,oxygen,24-07-2016,175,295,238,120,36,High,16,23,30.75,76.78,Chandigarh,Punjab
TS_Gandhi,Gandhi Hospital Hyderabad,ventilator,17-11-2022,61,360,334,299,30,Low,29,18,17.385,78.4867,Hyderabad,Telangana
KA_NIMHANS,NIMHANS Bengaluru,bed,15-11-2024,417,939,884,522,55,Low,35,33,12.943,77.5966,Bangalore Urban,Karnataka
KL_MCH,Med Coll Thiruvananthapuram,oxygen,04-12-2015,191,580,517,389,63,Medium,23,19,8.5241,76.9366,Thiruvananthapuram,Kerala
OR_SCB,SCB Med Coll Cuttack,oxygen,28-09-2023,198,654,587,456,67,Low,61,31,20.4625,85.8828,Cuttack,Odisha
AS_Gauhati,Gauhati Medical College,ambulance,13-02-2021,25,76,73,51,15,Low,14,15,26.1445,91.7362,Guwahati,Assam
OR_SCB,SCB Med Coll Cuttack,ambulance,08-10-2021,31,77,68,46,11,High,11,10,20.4625,85.8828,Cuttack,Odisha
TS_Gandhi,Gandhi Hospital Hyderabad,ambulance,18-08-2024,29,70,71,41,16,Low,11,14,17.385,78.4867,Hyderabad,Telangana
AS_Gauhati,Gauhati Medical College,ambulance,09-12-2017,25,126,140,101,15,High,13,14,26.1445,91.7362,Guwahati,Assam
UP_SGPGIMS,SGPGIMS Lucknow,ventilator,02-02-2020,46,206,191,160,15,High,11,15,26.8467,80.9462,Lucknow,Uttar Pradesh
KA_NIMHANS,NIMHANS Bengaluru,ventilator,17-08-2015,47,270,244,223,28,High,28,24,12.943,77.5966,Bangalore Urban,Karnataka
JH_RIMS,RIMS Ranchi,ventilator,23-04-2015,66,280,261,214,25,High,11,18,23.3441,85.3096,Ranchi,Jharkhand
AS_Gauhati,Gauhati Medical College,oxygen,24-02-2015,233,890,852,657,38,High,27,29,26.1445,91.7362,Guwahati,Assam
MH_KEM,KEM Hospital,oxygen,20-12-2017,210,636,582,426,54,High,39,20,18.9782,72.8168,Mumbai,Maharashtra
KA_NIMHANS,NIMHANS Bengaluru,ambulance,27-12-2020,29,86,84,57,14,Low,13,10,12.943,77.5966,Bangalore Urban,Karnataka
KA_NIMHANS,NIMHANS Bengaluru,oxygen,15-11-2015,204,683,642,479,41,High,33,41,12.943,77.5966,Bangalore Urban,Karnataka
BR_PMCH,PMCH Patna,bed,21-05-2021,434,733,695,299,38,Medium,35,24,25.61,85.1415,Patna,Bihar
KA_NIMHANS,NIMHANS Bengaluru,ambulance,01-08-2018,26,132,152,106,13,High,12,10,12.943,77.5966,Bangalore Urban,Karnataka
TS_Gandhi,Gandhi Hospital Hyderabad,bed,17-07-2024,419,641,616,222,25,Medium,19,17,17.385,78.4867,Hyderabad,Telangana
TS_Gandhi,Gandhi Hospital Hyderabad,ambulance,13-04-2018,30,160,167,130,19,Low,13,10,17.385,78.4867,Hyderabad,Telangana
BR_PMCH,PMCH Patna,bed,13-12-2015,446,787,763,341,24,Medium,12,19,25.61,85.1415,Patna,Bihar
CH_GMCH,GMCH Chandigarh,ambulance,07-01-2023,22,143,170,121,15,Low,12,15,30.7333,76.7794,Chandigarh,Chandigarh
TN_CMC,Christian Medical College,oxygen,07-05-2022,195,1162,1078,967,84,High,59,42,12.926,79.1356,Vellore,Tamil Nadu
HR_PGIMS,PGIMS Rohtak,oxygen,06-03-2019,228,950,917,722,33,Medium,31,31,28.8955,76.6066,Rohtak,Haryana
KA_NIMHANS,NIMHANS Bengaluru,bed,02-04-2015,439,1052,993,613,59,Low,17,29,12.943,77.5966,Bangalore Urban,Karnataka
UP_SGPGIMS,SGPGIMS Lucknow,ambulance,20-02-2018,20,147,173,127,20,Medium,16,16,26.8467,80.9462,Lucknow,Uttar Pradesh
KA_NIMHANS,NIMHANS Bengaluru,oxygen,20-05-2017,205,704,683,499,21,Low,18,10,12.943,77.5966,Bangalore Urban,Karnataka
DL_AIIMS,AIIMS Delhi,bed,01-07-2023,384,946,876,562,70,High,19,37,28.5672,77.21,New Delhi,Delhi
CH_GMCH,GMCH Chandigarh,ambulance,13-12-2016,20,40,61,33,10,Low,10,10,30.7333,76.7794,Chandigarh,Chandigarh
UK_Haldwani,GMCH Haldwani,oxygen,28-08-2017,197,783,763,586,20,High,18,19,29.2183,79.5126,Nainital,Uttarakhand
HP_IGMC,IGMC Shimla,ambulance,26-08-2022,30,174,173,144,12,High,10,11,31.1048,77.1734,Shimla,Himachal Pradesh
HP_IGMC,IGMC Shimla,ventilator,23-05-2018,38,287,278,249,28,Low,16,27,31.1048,77.1734,Shimla,Himachal Pradesh
HR_PGIMS,PGIMS Rohtak,oxygen,08-08-2017,221,844,766,623,78,Low,11,58,28.8955,76.6066,Rohtak,Haryana
DL_AIIMS,AIIMS Delhi,oxygen,04-05-2015,209,540,459,331,81,Medium,61,41,28.5672,77.21,New Delhi,Delhi
CH_GMCH,GMCH Chandigarh,ventilator,12-01-2020,54,177,160,123,17,Low,17,16,30.7333,76.7794,Chandigarh,Chandigarh
